Frequency_Hz,Amplitude_dB,Transformer_ID,Condition
579.33,-34.51621551665075,T2,Healthy
592.85,-33.76025394885252,T2,Healthy
606.69,-35.25523129886652,T2,Healthy
620.85,-34.637433165261335,T2,Healthy
635.34,-35.111246842416364,T2,Healthy
650.17,-34.73424261962082,T2,Healthy
665.34,-33.59084736844235,T2,Healthy
680.87,-34.198268572271196,T2,Healthy
696.76,-34.89293027210499,T2,Healthy
713.03,-34.92321690334994,T2,Healthy
729.67,-34.08539761127547,T2,Healthy
746.7,-35.19564963506159,T2,Healthy
764.13,-34.82820042565901,T2,Healthy
781.96,-36.20391963758229,T2,Healthy
800.21,-35.21040625267276,T2,Healthy
818.89,-35.04560660820715,T2,Healthy
838.0,-36.073383704160264,T2,Healthy
857.56,-35.58688233577481,T2,Healthy
877.58,-34.58961475471311,T2,Healthy
898.06,-36.26217559487828,T2,Healthy
919.02,-36.245746392164314,T2,Healthy
940.47,-35.85565991311162,T2,Healthy
962.42,-35.63283674535496,T2,Healthy
984.89,-35.580794329101366,T2,Healthy
1007.88,-37.23572829262269,T2,Healthy
1031.4,-34.83322357496738,T2,Healthy
1055.47,-36.31413139651203,T2,Healthy
1080.11,-36.499224260670765,T2,Healthy
1105.32,-35.8662297454565,T2,Healthy
1131.12,-37.25000943547624,T2,Healthy
1157.52,-36.61163504324045,T2,Healthy
1184.53,-36.634075152992715,T2,Healthy
1212.18,-36.68997461440503,T2,Healthy
1240.47,-35.50536779934521,T2,Healthy
1269.43,-37.81356723419218,T2,Healthy
1299.05,-36.23343131931347,T2,Healthy
1329.37,-37.1653180312463,T2,Healthy
1360.4,-37.732360561069555,T2,Healthy
1392.15,-36.90512831114865,T2,Healthy
1424.65,-37.74996554892643,T2,Healthy
1457.9,-38.276849302473394,T2,Healthy
1491.93,-38.33204992911943,T2,Healthy
1526.75,-37.44929617790577,T2,Healthy
1562.38,-38.29516217393642,T2,Healthy
1598.85,-37.45366259176348,T2,Healthy
1636.17,-39.717410417572864,T2,Healthy
1674.36,-39.44894596510305,T2,Healthy
1713.44,-38.88112097446658,T2,Healthy
1753.43,-39.26634191433337,T2,Healthy
1794.35,-39.5683956516593,T2,Healthy
1836.23,-40.04016682669435,T2,Healthy
1879.09,-38.790175769992075,T2,Healthy
1922.95,-40.84385035318747,T2,Healthy
1967.83,-37.75391345522361,T2,Healthy
2013.76,-39.94000312563973,T2,Healthy
2060.76,-38.293791345572046,T2,Healthy
2108.86,-40.86945189620716,T2,Healthy
2158.08,-41.5225145942629,T2,Healthy
2208.45,-38.14810001892989,T2,Healthy
2260.0,-41.77961128405398,T2,Healthy
2312.75,-40.011879139264856,T2,Healthy
2366.73,-41.290349314500475,T2,Healthy
2421.97,-40.595803216319716,T2,Healthy
2478.5,-41.82164485027345,T2,Healthy
2536.35,-39.91908896186237,T2,Healthy
2595.54,-41.146479510373425,T2,Healthy
2656.12,-42.35756842950801,T2,Healthy
2718.12,-40.7519916352582,T2,Healthy
2781.56,-41.26880275171097,T2,Healthy
2846.48,-41.6318019525086,T2,Healthy
2912.92,-43.15467630057889,T2,Healthy
2980.91,-41.09258668771561,T2,Healthy
3050.48,-42.75517523428911,T2,Healthy
3121.68,-43.29202641252936,T2,Healthy
3194.54,-41.63055946665675,T2,Healthy
3269.1,-43.36102146387303,T2,Healthy
3345.41,-43.64960297007653,T2,Healthy
3423.49,-43.50579268151154,T2,Healthy
3503.39,-43.29795827896455,T2,Healthy
3585.16,-43.31826484232114,T2,Healthy
3668.84,-42.31403820402138,T2,Healthy
3754.47,-43.43733792004796,T2,Healthy
3842.1,-42.81345072183748,T2,Healthy
3931.78,-44.70384952417351,T2,Healthy
4023.55,-43.58004528283945,T2,Healthy
4117.46,-44.382005209915974,T2,Healthy
4213.56,-44.53091808929782,T2,Healthy
4311.91,-44.872590378956524,T2,Healthy
4412.55,-44.83991555403778,T2,Healthy
4515.54,-44.65779791810066,T2,Healthy
4620.93,-44.9396755684999,T2,Healthy
4728.78,-44.82646441822032,T2,Healthy
4839.16,-45.447927748836236,T2,Healthy
4952.1,-45.39733998233741,T2,Healthy
5067.69,-43.974815511771574,T2,Healthy
5185.97,-46.91891407854124,T2,Healthy
5307.01,-46.32329944157765,T2,Healthy
5430.87,-46.38980482482738,T2,Healthy
5557.63,-47.55349972253015,T2,Healthy
5687.35,-45.47879786444312,T2,Healthy
5820.09,-48.54908405061712,T2,Healthy
5955.93,-48.56047595358034,T2,Healthy
6094.95,-46.861654925834806,T2,Healthy
6237.2,-46.37001000417316,T2,Healthy
6382.78,-47.6839962892819,T2,Healthy
6531.76,-49.61666854539169,T2,Healthy
6684.21,-48.85331787437611,T2,Healthy
6840.22,-47.4188365784151,T2,Healthy
6999.87,-49.03148939626881,T2,Healthy
7163.25,-49.47989393020682,T2,Healthy
7330.44,-49.63254730110402,T2,Healthy
7501.54,-49.11151304330915,T2,Healthy
7676.63,-50.06398750389257,T2,Healthy
7855.8,-48.62784511437986,T2,Healthy
8039.16,-50.391188627004325,T2,Healthy
8226.79,-50.6243818390551,T2,Healthy
8418.81,-50.63282420246413,T2,Healthy
8615.3,-51.61363825294452,T2,Healthy
8816.39,-50.963252139899254,T2,Healthy
9022.16,-50.2313056901363,T2,Healthy
9232.74,-51.02777568541957,T2,Healthy
9448.24,-50.71030578715938,T2,Healthy
9668.76,-52.029117195091274,T2,Healthy
9894.43,-51.77237374364728,T2,Healthy
10125.37,-50.44384733019235,T2,Healthy
10361.7,-52.762961867203295,T2,Healthy
10603.54,-52.30636360492317,T2,Healthy
10851.03,-50.98514736585482,T2,Healthy
11104.29,-53.61530553523476,T2,Healthy
11363.47,-54.530372618782245,T2,Healthy
11628.7,-53.27889226291052,T2,Healthy
11900.11,-53.03207949525948,T2,Healthy
12177.86,-53.073001390472974,T2,Healthy
12462.1,-53.69183817838398,T2,Healthy
12752.97,-53.59556769921186,T2,Healthy
13050.62,-54.19500173971619,T2,Healthy
13355.23,-53.37217414260681,T2,Healthy
13666.94,-54.011599974705675,T2,Healthy
13985.93,-54.56698882092621,T2,Healthy
14312.37,-54.83661940228784,T2,Healthy
14646.42,-55.46104232647009,T2,Healthy
14988.27,-56.847883673823354,T2,Healthy
15338.1,-56.205518272343475,T2,Healthy
15696.09,-55.84277988772727,T2,Healthy
16062.44,-55.38550376763429,T2,Healthy
16437.34,-57.265944651846986,T2,Healthy
16821.0,-56.43318322393835,T2,Healthy
17213.6,-56.53691819996935,T2,Healthy
17615.37,-56.71560756450825,T2,Healthy
18026.52,-57.73206209383033,T2,Healthy
18447.26,-59.309974465078064,T2,Healthy
18877.82,-57.589583304404734,T2,Healthy
19318.44,-57.70399365148815,T2,Healthy
19769.33,-56.583340786825225,T2,Healthy
20230.75,-59.57288258753333,T2,Healthy
20702.94,-58.6637298809775,T2,Healthy
21186.15,-58.06965604398778,T2,Healthy
21680.64,-58.879074311563386,T2,Healthy
22186.67,-58.921318801166464,T2,Healthy
22704.51,-58.12481731936968,T2,Healthy
23234.44,-59.151026057944655,T2,Healthy
23776.74,-59.649519676679425,T2,Healthy
24331.69,-60.210829857164136,T2,Healthy
24899.6,-60.546567584947304,T2,Healthy
25480.76,-60.88135642558265,T2,Healthy
26075.49,-61.62609608216727,T2,Healthy
26684.1,-61.81678669831432,T2,Healthy
27306.91,-63.62580598198047,T2,Healthy
27944.26,-62.306843170252336,T2,Healthy
28596.48,-61.5857677748985,T2,Healthy
29263.93,-60.78871446172203,T2,Healthy
29946.96,-61.88911056213,T2,Healthy
30645.93,-61.25734346217438,T2,Healthy
31361.21,-62.21993719566555,T2,Healthy
32093.19,-62.70600038198754,T2,Healthy
32842.25,-62.994357881536295,T2,Healthy
33608.79,-62.35149252895887,T2,Healthy
34393.23,-62.68492900470928,T2,Healthy
35195.97,-63.14582357236551,T2,Healthy
36017.46,-65.69387932363477,T2,Healthy
36858.11,-62.74990628076869,T2,Healthy
37718.39,-63.69773026236744,T2,Healthy
38598.74,-62.826724648343315,T2,Healthy
39499.64,-64.81419630087406,T2,Healthy
40421.57,-64.03584843137685,T2,Healthy
41365.02,-65.92423945050542,T2,Healthy
42330.49,-67.54756735496873,T2,Healthy
43318.49,-66.6441593321407,T2,Healthy
44329.56,-64.9722450448683,T2,Healthy
45364.22,-64.7940240031775,T2,Healthy
46423.03,-66.39600597688272,T2,Healthy
47506.55,-66.42736878100709,T2,Healthy
48615.36,-67.15808746846449,T2,Healthy
49750.06,-66.65769141803972,T2,Healthy
50911.23,-67.40967568831763,T2,Healthy
52099.51,-67.53434605199435,T2,Healthy
53315.53,-67.41564359251616,T2,Healthy
54559.92,-68.02196148883957,T2,Healthy
55833.36,-67.27979239869039,T2,Healthy
57136.53,-69.317910790198,T2,Healthy
58470.1,-68.1734135622981,T2,Healthy
59834.81,-69.5682759081145,T2,Healthy
61231.37,-68.0940307891768,T2,Healthy
62660.52,-69.2620186736003,T2,Healthy
64123.03,-68.76937423862469,T2,Healthy
65619.67,-70.26925239734966,T2,Healthy
67151.25,-69.11669167733666,T2,Healthy
68718.58,-70.24616645562712,T2,Healthy
70322.48,-70.38846389209832,T2,Healthy
71963.82,-71.44527086661066,T2,Healthy
73643.47,-72.246372995412,T2,Healthy
75362.33,-69.798460217523,T2,Healthy
77121.3,-71.65272195595705,T2,Healthy
78921.33,-72.68775376604182,T2,Healthy
80763.37,-71.89689184202065,T2,Healthy
82648.4,-71.69835084936092,T2,Healthy
84577.43,-73.29697589030677,T2,Healthy
86551.49,-72.580238863317,T2,Healthy
88571.62,-72.62400685781371,T2,Healthy
90638.9,-73.07908071757811,T2,Healthy
92754.43,-72.14933616269947,T2,Healthy
94919.34,-74.04180771609282,T2,Healthy
97134.78,-72.59051718537286,T2,Healthy
99401.92,-74.14071092082175,T2,Healthy
101721.99,-76.25822479424184,T2,Healthy
104096.2,-73.79535000266993,T2,Healthy
106525.83,-75.36733246852793,T2,Healthy
109012.16,-75.68008617809282,T2,Healthy
111556.53,-73.50592843593724,T2,Healthy
114160.28,-76.37134366515146,T2,Healthy
116824.81,-74.35222981138614,T2,Healthy
119551.52,-76.48761550816337,T2,Healthy
122341.88,-76.78505097248913,T2,Healthy
125197.37,-77.65654727524982,T2,Healthy
128119.5,-77.11640692974467,T2,Healthy
131109.83,-75.43478284560166,T2,Healthy
134169.97,-76.02035323182862,T2,Healthy
137301.52,-77.04121477840191,T2,Healthy
140506.17,-77.93351407203077,T2,Healthy
143785.61,-77.97139712867997,T2,Healthy
147141.6,-79.07039220258196,T2,Healthy
150575.92,-77.91692863685712,T2,Healthy
154090.39,-77.94416640582034,T2,Healthy
157686.89,-79.08319110504013,T2,Healthy
161367.34,-77.43328663760448,T2,Healthy
165133.68,-80.53861131837074,T2,Healthy
168987.94,-78.3519024756382,T2,Healthy
172932.15,-80.19733000178792,T2,Healthy
176968.43,-81.76524544352363,T2,Healthy
181098.91,-79.36959431934888,T2,Healthy
185325.79,-80.6602686896992,T2,Healthy
189651.34,-80.66574131574845,T2,Healthy
194077.84,-81.74690767163737,T2,Healthy
198607.66,-80.827768154807,T2,Healthy
203243.2,-80.61340499190135,T2,Healthy
207986.94,-80.75694004651666,T2,Healthy
212841.4,-83.14955939407554,T2,Healthy
217809.17,-81.14599464931405,T2,Healthy
222892.88,-85.22080553772128,T2,Healthy
228095.25,-82.0595837914424,T2,Healthy
233419.04,-82.77690096460066,T2,Healthy
238867.09,-83.31008830978627,T2,Healthy
244442.3,-83.31148140156857,T2,Healthy
250147.63,-82.502327439101,T2,Healthy
255986.13,-83.95530065126447,T2,Healthy
261960.9,-84.93403618195391,T2,Healthy
268075.12,-84.84444366686262,T2,Healthy
274332.05,-83.08651024599314,T2,Healthy
280735.02,-84.87547809417129,T2,Healthy
287287.44,-85.13033784836023,T2,Healthy
293992.79,-84.86376056901834,T2,Healthy
300854.64,-86.70938292762342,T2,Healthy
307876.65,-85.90778806777061,T2,Healthy
315062.56,-85.64308622629405,T2,Healthy
322416.18,-85.69600606854937,T2,Healthy
329941.45,-86.51898794221181,T2,Healthy
337642.35,-85.52622480553428,T2,Healthy
345522.99,-87.24014825322458,T2,Healthy
353587.57,-88.52431199945316,T2,Healthy
361840.38,-87.62806331752931,T2,Healthy
370285.81,-86.34951797768427,T2,Healthy
378928.36,-88.9433342625437,T2,Healthy
387772.63,-88.83346246077348,T2,Healthy
396823.33,-87.27114838022442,T2,Healthy
406085.27,-89.3033021947373,T2,Healthy
415563.38,-89.07363021921458,T2,Healthy
425262.72,-89.54840654968413,T2,Healthy
435188.44,-88.03951555651938,T2,Healthy
445345.83,-89.22111938841691,T2,Healthy
455740.3,-90.55859849693054,T2,Healthy
466377.38,-89.42072671886902,T2,Healthy
477262.72,-90.41076453463803,T2,Healthy
488402.14,-90.50818553000745,T2,Healthy
499801.55,-91.84054023501065,T2,Healthy
511467.02,-90.53466300209851,T2,Healthy
523404.77,-90.57159956336832,T2,Healthy
535621.15,-91.63543111826783,T2,Healthy
548122.66,-93.02963619642415,T2,Healthy
560915.96,-92.67090743366994,T2,Healthy
574007.86,-92.97582372125248,T2,Healthy
587405.32,-92.28414237949498,T2,Healthy
601115.49,-92.46090803974649,T2,Healthy
615145.65,-91.94559294070042,T2,Healthy
629503.28,-94.1829569643204,T2,Healthy
644196.02,-94.75645705301773,T2,Healthy
659231.69,-94.58757353774129,T2,Healthy
674618.3,-93.77094001891652,T2,Healthy
690364.03,-95.11540213885768,T2,Healthy
706477.27,-93.34138175782141,T2,Healthy
722966.6,-93.96898965901053,T2,Healthy
739840.8,-96.14754665826818,T2,Healthy
757108.84,-95.1619431473279,T2,Healthy
774779.92,-95.21113383608534,T2,Healthy
792863.45,-94.68254541274702,T2,Healthy
811369.05,-95.34387362969385,T2,Healthy
830306.57,-97.93809025263751,T2,Healthy
849686.11,-96.61933608457285,T2,Healthy
869517.96,-97.401070302495,T2,Healthy
889812.69,-96.28288720055617,T2,Healthy
910581.11,-98.01140524763235,T2,Healthy
931834.27,-98.19785167032774,T2,Healthy
953583.48,-98.48051615499358,T2,Healthy
975840.32,-98.40911025761545,T2,Healthy
998616.64,-98.53354685776608,T2,Healthy
1021924.56,-99.3512612082466,T2,Healthy
1045776.5,-97.67651564057057,T2,Healthy
1070185.14,-99.7455285627946,T2,Healthy
1095163.49,-98.9364366298538,T2,Healthy
1120724.84,-99.22910558631689,T2,Healthy
1146882.8,-99.71877530212117,T2,Healthy
1173651.28,-101.17967953100639,T2,Healthy
1201044.55,-100.39543042812744,T2,Healthy
1229077.19,-101.61948565407825,T2,Healthy
1257764.11,-102.49445898660721,T2,Healthy
1287120.59,-99.57320827435821,T2,Healthy
1317162.26,-99.96798865569079,T2,Healthy
1347905.11,-101.63530353014015,T2,Healthy
1379365.5,-100.87212922289662,T2,Healthy
1411560.18,-102.78906510862964,T2,Healthy
1444506.3,-102.08667132080441,T2,Healthy
1478221.38,-102.07297336147133,T2,Healthy
1512723.38,-103.3327508818062,T2,Healthy
1548030.66,-103.05243397770116,T2,Healthy
1584162.03,-103.95119019392216,T2,Healthy
1621136.71,-104.44279764234798,T2,Healthy
1658974.38,-104.04550753603111,T2,Healthy
1697695.19,-105.66844961660337,T2,Healthy
1737319.76,-103.54516162499802,T2,Healthy
1777869.17,-105.62802861743498,T2,Healthy
1819365.02,-103.62207898981971,T2,Healthy
1861829.38,-104.39357608228121,T2,Healthy
1905284.87,-104.8600631521424,T2,Healthy
1949754.63,-105.17565310601582,T2,Healthy
1995262.31,-105.82660796122718,T2,Healthy
19.95,-32.676634924885164,T3,Healthy
20.42,-33.694387418627926,T3,Healthy
20.89,-33.468953387819184,T3,Healthy
21.38,-35.54661854783727,T3,Healthy
21.88,-33.170205733381124,T3,Healthy
22.39,-33.46054970642715,T3,Healthy
22.92,-32.948539705619524,T3,Healthy
23.45,-33.87810690754904,T3,Healthy
24.0,-32.55413338358569,T3,Healthy
24.56,-32.490157821632955,T3,Healthy
25.13,-34.03997756554791,T3,Healthy
25.72,-34.34047276803043,T3,Healthy
26.32,-36.13236321651374,T3,Healthy
26.93,-33.95013997450741,T3,Healthy
27.56,-33.99183856174085,T3,Healthy
28.2,-32.33548657463077,T3,Healthy
28.86,-33.581027439428176,T3,Healthy
29.54,-32.45020642365601,T3,Healthy
30.22,-34.612736871305366,T3,Healthy
30.93,-32.80163536715571,T3,Healthy
31.65,-33.99940962800852,T3,Healthy
32.39,-35.06181423778099,T3,Healthy
33.15,-32.02846326848409,T3,Healthy
33.92,-33.5511276206077,T3,Healthy
34.71,-33.495605597131195,T3,Healthy
35.52,-32.215785096150675,T3,Healthy
36.35,-32.84246687614177,T3,Healthy
37.2,-33.562440999402064,T3,Healthy
38.07,-32.45773216201168,T3,Healthy
38.96,-33.93959938600696,T3,Healthy
39.87,-34.40738027080873,T3,Healthy
40.8,-32.62952249201882,T3,Healthy
41.75,-34.29680705013615,T3,Healthy
42.72,-33.103296896186144,T3,Healthy
43.72,-33.500281295471815,T3,Healthy
44.74,-31.683345943580118,T3,Healthy
45.78,-32.31408770811475,T3,Healthy
46.85,-32.69937907570834,T3,Healthy
47.95,-33.495536617783834,T3,Healthy
49.07,-31.593271684137015,T3,Healthy
50.21,-31.82829187152443,T3,Healthy
51.38,-33.88255159594924,T3,Healthy
52.58,-32.693023930877686,T3,Healthy
53.81,-34.19657421690579,T3,Healthy
55.07,-33.074934852995824,T3,Healthy
56.35,-33.33573767601566,T3,Healthy
57.67,-32.17662378555688,T3,Healthy
59.01,-33.55543112852432,T3,Healthy
60.39,-31.725705518159547,T3,Healthy
61.8,-32.277090601695846,T3,Healthy
63.24,-32.981220571905055,T3,Healthy
64.72,-32.618286767017885,T3,Healthy
66.23,-31.740497193035836,T3,Healthy
67.77,-32.59698744889105,T3,Healthy
69.36,-32.146513862358304,T3,Healthy
70.97,-33.72195097945116,T3,Healthy
72.63,-32.04373360428949,T3,Healthy
74.33,-31.518912095787147,T3,Healthy
76.06,-32.09635765417478,T3,Healthy
77.84,-33.56231736130065,T3,Healthy
79.65,-33.23281715104429,T3,Healthy
81.51,-32.046409606032036,T3,Healthy
83.41,-34.192734690834406,T3,Healthy
85.36,-31.983639059348857,T3,Healthy
87.35,-32.693790587870005,T3,Healthy
89.39,-31.585680891375496,T3,Healthy
91.48,-32.948683550037906,T3,Healthy
93.61,-31.171724320432784,T3,Healthy
95.8,-33.28562074633427,T3,Healthy
98.04,-32.63862739257447,T3,Healthy
100.32,-32.37018001751402,T3,Healthy
102.67,-33.25054927649147,T3,Healthy
105.06,-32.23638806199928,T3,Healthy
107.51,-32.17299354389356,T3,Healthy
110.02,-31.47065556637462,T3,Healthy
112.59,-31.034826529114074,T3,Healthy
115.22,-31.84100926264064,T3,Healthy
117.91,-30.31684109912,T3,Healthy
120.66,-33.71362289405135,T3,Healthy
123.48,-31.813783529315117,T3,Healthy
126.36,-33.04450653743737,T3,Healthy
129.31,-32.41222514186094,T3,Healthy
132.33,-31.535553267157088,T3,Healthy
135.41,-31.758720993595983,T3,Healthy
138.57,-31.560331208536834,T3,Healthy
141.81,-32.64575556594962,T3,Healthy
145.12,-33.28485870017875,T3,Healthy
148.51,-31.662323472247373,T3,Healthy
151.97,-31.902062318407697,T3,Healthy
155.52,-31.619195070951626,T3,Healthy
159.15,-31.92379227766596,T3,Healthy
162.86,-33.794464768681294,T3,Healthy
166.66,-31.665858108151134,T3,Healthy
170.55,-33.76374596860558,T3,Healthy
174.54,-32.1063350855959,T3,Healthy
178.61,-32.24134619660635,T3,Healthy
182.78,-31.365471988345078,T3,Healthy
187.04,-31.99151345682158,T3,Healthy
191.41,-31.741211859133188,T3,Healthy
195.88,-34.19571392378338,T3,Healthy
200.45,-33.796288008398456,T3,Healthy
205.13,-32.05382734026709,T3,Healthy
209.92,-32.49682829090786,T3,Healthy
214.81,-32.320641383019364,T3,Healthy
219.83,-32.063851198632186,T3,Healthy
224.96,-32.08757916037351,T3,Healthy
230.21,-33.58938064202112,T3,Healthy
235.58,-33.070135832161476,T3,Healthy
241.08,-31.95431364209313,T3,Healthy
246.71,-32.61389698469003,T3,Healthy
252.47,-32.2862729710832,T3,Healthy
258.36,-34.13663970208673,T3,Healthy
264.39,-31.930143164559997,T3,Healthy
270.56,-32.6266033075398,T3,Healthy
276.88,-32.89152969498088,T3,Healthy
283.34,-33.751904831953105,T3,Healthy
289.95,-33.07413411891093,T3,Healthy
296.72,-32.1937408129832,T3,Healthy
303.64,-32.65276403528221,T3,Healthy
310.73,-33.7258744039737,T3,Healthy
317.98,-31.96205142248483,T3,Healthy
325.41,-32.34120308880099,T3,Healthy
333.0,-32.18632064321367,T3,Healthy
340.77,-32.97827387662703,T3,Healthy
348.73,-31.86832065009633,T3,Healthy
356.87,-32.10573648414569,T3,Healthy
365.2,-33.29958948339032,T3,Healthy
373.72,-32.32139247531097,T3,Healthy
382.44,-31.82596557330893,T3,Healthy
391.37,-31.755731142491978,T3,Healthy
400.5,-33.324942568854475,T3,Healthy
409.85,-33.036566308836235,T3,Healthy
419.42,-32.531167569471236,T3,Healthy
429.21,-33.99793352823084,T3,Healthy
439.22,-32.234856422732825,T3,Healthy
449.47,-35.27918121246282,T3,Healthy
459.97,-33.36769983302436,T3,Healthy
470.7,-34.74008128523724,T3,Healthy
481.69,-33.07076279969716,T3,Healthy
492.93,-34.5923826317319,T3,Healthy
504.44,-32.5461689764624,T3,Healthy
516.21,-33.99145298521853,T3,Healthy
528.26,-33.467765369111184,T3,Healthy
540.59,-33.819375692211935,T3,Healthy
553.2,-33.49292142202252,T3,Healthy
566.12,-33.39555953040592,T3,Healthy
579.33,-34.51177033281896,T3,Healthy
592.85,-34.79352784541382,T3,Healthy
606.69,-34.13455250592676,T3,Healthy
620.85,-35.87311543830164,T3,Healthy
635.34,-34.22114873866243,T3,Healthy
650.17,-33.94242116031993,T3,Healthy
665.34,-34.4231105552607,T3,Healthy
680.87,-33.54453071187663,T3,Healthy
696.76,-34.524496630737076,T3,Healthy
713.03,-35.34401563681269,T3,Healthy
729.67,-35.25937941681502,T3,Healthy
746.7,-35.09435409709648,T3,Healthy
764.13,-35.0337125305564,T3,Healthy
781.96,-35.53603361969103,T3,Healthy
800.21,-33.81524525841148,T3,Healthy
818.89,-34.643053580645066,T3,Healthy
838.0,-35.47383973171405,T3,Healthy
857.56,-35.06358685280206,T3,Healthy
877.58,-34.8869868828321,T3,Healthy
898.06,-36.020159322566215,T3,Healthy
919.02,-36.286496431641524,T3,Healthy
940.47,-37.816291444001465,T3,Healthy
962.42,-35.09062611981589,T3,Healthy
984.89,-35.695740545020755,T3,Healthy
1007.88,-36.34333576251192,T3,Healthy
1031.4,-35.35362394862616,T3,Healthy
1055.47,-37.69196105926401,T3,Healthy
1080.11,-35.71068670407057,T3,Healthy
1105.32,-36.34038322150669,T3,Healthy
1131.12,-37.009997294172045,T3,Healthy
1157.52,-36.17749704871137,T3,Healthy
1184.53,-38.01629867199693,T3,Healthy
1212.18,-35.148124262698914,T3,Healthy
1240.47,-36.92283300732182,T3,Healthy
1269.43,-37.57839315696335,T3,Healthy
1299.05,-37.02898140288353,T3,Healthy
1329.37,-38.42502836291631,T3,Healthy
1360.4,-37.920735107844635,T3,Healthy
1392.15,-36.61792531320039,T3,Healthy
1424.65,-39.10057399123303,T3,Healthy
1457.9,-37.51970767095508,T3,Healthy
1491.93,-37.515973162149706,T3,Healthy
1526.75,-37.50580718603382,T3,Healthy
1562.38,-38.22238949054691,T3,Healthy
1598.85,-36.742278773252096,T3,Healthy
1636.17,-37.22102892752218,T3,Healthy
1674.36,-39.910544191103845,T3,Healthy
1713.44,-38.34341547556261,T3,Healthy
1753.43,-39.7407102403943,T3,Healthy
1794.35,-39.601557998464536,T3,Healthy
1836.23,-38.979467994162604,T3,Healthy
1879.09,-38.39285962289042,T3,Healthy
1922.95,-40.12848811622708,T3,Healthy
1967.83,-41.12138880414518,T3,Healthy
2013.76,-40.30554786753603,T3,Healthy
2060.76,-40.5718330154838,T3,Healthy
2108.86,-40.02699472704876,T3,Healthy
2158.08,-39.933969127672874,T3,Healthy
2208.45,-39.37524479274452,T3,Healthy
2260.0,-38.7866562001082,T3,Healthy
2312.75,-40.691296339002236,T3,Healthy
2366.73,-40.4488900796935,T3,Healthy
2421.97,-41.48133719654406,T3,Healthy
2478.5,-41.39170596453759,T3,Healthy
2536.35,-41.58314100959031,T3,Healthy
2595.54,-40.39014886594302,T3,Healthy
2656.12,-41.99892950098484,T3,Healthy
2718.12,-41.63279781616359,T3,Healthy
2781.56,-42.80116318203325,T3,Healthy
2846.48,-40.844295794036505,T3,Healthy
2912.92,-42.84868018437411,T3,Healthy
2980.91,-41.155024611764475,T3,Healthy
3050.48,-41.79602066566459,T3,Healthy
3121.68,-42.6173586739267,T3,Healthy
3194.54,-42.191692938034,T3,Healthy
3269.1,-43.48724765699748,T3,Healthy
3345.41,-41.779051266296406,T3,Healthy
3423.49,-43.41279819241325,T3,Healthy
3503.39,-43.52825710470393,T3,Healthy
3585.16,-42.64113668787309,T3,Healthy
3668.84,-42.86025501608636,T3,Healthy
3754.47,-43.15431233503213,T3,Healthy
3842.1,-45.11165102505944,T3,Healthy
3931.78,-44.49762560611727,T3,Healthy
4023.55,-44.054083701942396,T3,Healthy
4117.46,-44.57394789877451,T3,Healthy
4213.56,-45.57923605130831,T3,Healthy
4311.91,-45.70485251874423,T3,Healthy
4412.55,-44.05045166990793,T3,Healthy
4515.54,-45.091285808765186,T3,Healthy
4620.93,-45.829148726306734,T3,Healthy
4728.78,-44.897873945807255,T3,Healthy
4839.16,-43.84500224788175,T3,Healthy
4952.1,-46.2557187232194,T3,Healthy
5067.69,-48.1560343286159,T3,Healthy
5185.97,-48.01076041429204,T3,Healthy
5307.01,-46.895747673318894,T3,Healthy
5430.87,-46.58149825016015,T3,Healthy
5557.63,-47.293087973326834,T3,Healthy
5687.35,-46.05261461582471,T3,Healthy
5820.09,-46.57190386642025,T3,Healthy
5955.93,-48.24847474329253,T3,Healthy
6094.95,-47.65905779229504,T3,Healthy
6237.2,-46.96394628066115,T3,Healthy
6382.78,-47.95133219060002,T3,Healthy
6531.76,-48.15487366174025,T3,Healthy
6684.21,-49.01107229014858,T3,Healthy
6840.22,-48.684559952001855,T3,Healthy
6999.87,-48.84522473896738,T3,Healthy
7163.25,-48.97174743890461,T3,Healthy
7330.44,-49.47716204367516,T3,Healthy
7501.54,-49.19512562692,T3,Healthy
7676.63,-48.557668258938726,T3,Healthy
7855.8,-49.26888034419235,T3,Healthy
8039.16,-49.6542879309295,T3,Healthy
8226.79,-49.568265430888026,T3,Healthy
8418.81,-48.80908671956267,T3,Healthy
8615.3,-51.106685679651456,T3,Healthy
8816.39,-50.836831948608335,T3,Healthy
9022.16,-51.53409499907631,T3,Healthy
9232.74,-48.94394722931911,T3,Healthy
9448.24,-51.02789957734197,T3,Healthy
9668.76,-52.552132140330194,T3,Healthy
9894.43,-51.37761555447898,T3,Healthy
10125.37,-51.778578783054336,T3,Healthy
10361.7,-52.69984185744384,T3,Healthy
10603.54,-52.345826742979995,T3,Healthy
10851.03,-51.84020457357503,T3,Healthy
11104.29,-53.604313168068074,T3,Healthy
11363.47,-52.322075303768095,T3,Healthy
11628.7,-53.437019847187386,T3,Healthy
11900.11,-53.552973912353046,T3,Healthy
12177.86,-52.56471852340174,T3,Healthy
12462.1,-53.318046557519324,T3,Healthy
12752.97,-53.45446718514719,T3,Healthy
13050.62,-53.72635496724803,T3,Healthy
13355.23,-53.820938640805245,T3,Healthy
13666.94,-54.44111931440436,T3,Healthy
13985.93,-55.18372347496874,T3,Healthy
14312.37,-55.82713880338734,T3,Healthy
14646.42,-56.11637528212402,T3,Healthy
14988.27,-55.62797333992059,T3,Healthy
